id,headline,text,category,label
454,Consumer Group Praises New Refrigerator With Adaptive Cooling Shelves,A home appliance manufacturer released a refrigerator that adjusted shelf temperatures based on food type. Independent testing confirmed improved freshness retention.,consumer,real
455,Celebrity Claims Her Serum Contains 'Quantum Glow Particles',A celebrity promoted a skincare serum she said used quantum glow particles to brighten skin. Chemists confirmed the product used standard cosmetic ingredients.,celebrity,fake
456,Scientists Identify Micro‑Organisms That Convert Heat Into Electrical Pulses,Researchers studying geothermal vents discovered microbes that produced faint electrical pulses when exposed to rising temperatures. The finding may support new bio‑signal technologies.,science,real
457,Health Experts Warn Against Trend of Sniffing Frozen Basil,A wellness trend encouraged inhaling the scent of frozen basil to boost alertness. Medical professionals stated the practice offered no proven benefits.,health,fake
458,Environmental Study Finds Mountain Streams Clearing Faster After Snowfall Shifts,Hydrologists observed that mountain streams cleared sediment more quickly following shifts in snowfall timing. The trend was confirmed across multiple regions.,environment,real
459,Consumer Alert: Smart Lamps Allegedly Emit Hidden Color Codes,A rumor claimed smart lamps emitted hidden color codes at night. Investigators found no such functionality and traced the claim to an online hoax.,consumer,fake
460,Celebrity Says She Eats Only Foods That 'Glow Under Soft Light',A celebrity claimed she selected meals based on how they appeared under soft lighting. Nutritionists noted the practice was aesthetic rather than nutritional.,celebrity,real
461,Scientists Develop Metal That Softens When Exposed to Low‑Frequency Sound,Materials engineers created an alloy that temporarily softened under specific low‑frequency sound waves. The discovery may support new adaptive manufacturing techniques.,science,real
462,Health Trend Claims Drinking Hot Lemon Oil Improves Memory,A viral claim suggested consuming hot lemon oil enhanced memory retention. Neurologists confirmed the idea lacked scientific support.,health,fake
463,Environmentalists Warn of Trees That Emit 'Silent Vibrations',A viral post claimed certain trees emitted silent vibrations detectable by handheld devices. Botanists confirmed the readings were caused by wind‑induced movement.,environment,fake
464,Consumer Group Praises New Vacuum With Enhanced Micro‑Particle Detection,A consumer testing lab evaluated a vacuum cleaner designed to detect micro‑scale particles. Results showed improved filtration and detection accuracy.,consumer,real
465,Celebrity Claims She Gains Creativity by Wearing Crystal‑Infused Belts,A celebrity stated she wore belts embedded with crystals to enhance creativity. Psychologists noted any perceived effect was likely placebo‑based.,celebrity,fake
466,Scientists Discover Bacteria That Convert Light Into Heat Waves,Researchers identified a bacterial strain that converted light energy into small heat waves. The finding may support new bio‑thermal technologies.,science,real
467,Health Trend Claims Drinking Melted Ice Improves Emotional Stability,A viral trend suggested consuming melted ice improved emotional stability. Psychologists confirmed the claim had no scientific basis.,health,fake
468,Environmental Study Finds Coral Reefs Recovering Faster After Water Temperature Shifts,Marine scientists observed accelerated coral recovery in regions where water temperatures stabilized. The findings were supported by long‑term monitoring.,environment,real
469,Consumer Alert: New Smart Kettle Allegedly Detects User Thoughts Through Steam Patterns,A rumor claimed a smart kettle could interpret user thoughts through steam patterns. Engineers confirmed the device only measured temperature and boil time.,consumer,fake
470,Celebrity Says She Meditates With a 'Focus Gem' for Creativity,A celebrity claimed she used a special gem to enhance creative thinking. Psychologists noted the effect was likely due to relaxation techniques.,celebrity,fake
471,Scientists Develop Fabric That Emits Light When Pressed,Engineers created a textile embedded with luminescent fibers that glowed when pressed. The material may support future wearable safety gear.,science,real
472,Health Study Suggests Warm Foot Baths Improve Circulation in Office Workers,A clinical trial found that office workers who soaked their feet in warm water experienced improved circulation. Researchers attributed the effect to heat‑induced vasodilation.,health,real
473,Environmentalists Warn of Fish That Mimic Floating Packaging Debris,A viral claim suggested a fish species evolved to resemble floating packaging debris. Marine biologists confirmed the images were digitally manipulated.,environment,fake
474,Consumer Group Praises New Air Filter With Nano‑Fiber Mesh,A consumer testing lab evaluated an air filter designed to trap nano‑scale particles using a new fiber mesh. Results showed significant improvements over previous models.,consumer,real
475,Celebrity Claims She Absorbs Energy by Standing on Travertine Tiles,A celebrity stated she boosted her energy levels by standing barefoot on travertine tiles. Physicists confirmed the practice had no measurable effect.,celebrity,fake
476,Scientists Develop Gel That Reinforces Weak Soil in Cliffside Regions,Geotechnical engineers created a gel that strengthened unstable soil in cliffside regions. Field tests showed improved structural stability.,science,real
477,Health Trend Claims Drinking Hot Vinegar Improves Cognitive Precision,A viral trend suggested consuming hot vinegar enhanced cognitive precision. Neurologists found no evidence supporting the claim.,health,fake
478,Environmental Study Finds Birds Navigating Using Subtle Magnetic Fluctuations,Researchers discovered that certain bird species used subtle magnetic fluctuations to navigate long distances. The finding supported long‑standing theories of magnetoreception.,environment,real
479,Consumer Alert: New Smart Bottle Allegedly Detects User Mood Through Grip Heat,A rumor claimed a smart water bottle could detect user emotions through grip heat. Engineers confirmed the device only measured hydration levels.,consumer,fake
480,Celebrity Says She Uses a 'Dream Crystal' to Boost Creativity,A celebrity claimed she slept with a special crystal to enhance dream vividness and creativity. Sleep researchers noted the effect was likely psychological.,celebrity,fake
481,Scientists Identify Micro‑Organisms That Survive on Mineral Dust in Desert Springs,Geologists discovered microbes capable of surviving on mineral dust alone in desert springs. The finding expands understanding of extremophile life.,science,real
482,Health Study Suggests Warm Compresses Reduce Joint Pain in Cyclists,A clinical trial found that cyclists using warm compresses experienced reduced joint discomfort. Researchers attributed the effect to improved circulation.,health,real
